Symbol,Exchange,Sector,Company name,Country
GROBTEA.NS,NSE,Tea/Coffee,The Grob Tea Company Limited,India
GRPLTD.NS,NSE,Rubber  Products,GRP Limited,India
GRSE.NS,NSE,Ship Building,Garden Reach Shipbuilders & Engineers Limited,India
GRWRHITECH.NS,NSE,Plastic Products,Garware Hi-Tech Films Limited,India
GSCLCEMENT.NS,NSE,Cement & Construction Materials,Gujarat Sidhee Cement Limited,India
GSFC.NS,NSE,Fertilizers,Gujarat State Fertilizers & Chemicals Limited,India
GSPL.NS,NSE,Gas Transmission/Marketing,Gujarat State Petronet Limited,India
GSS.NS,NSE,IT - Software,GSS Infotech Limited,India
GSTL.SM.NS,NSE,Not Available,GLOBESECURE TECHNO,India
GTL.NS,NSE,Telecommunication - Service  Provider,GTL Limited,India
GTLINFRA.NS,NSE,Telecommunication - Equipment,GTL Infrastructure Limited,India
GTNIND.NS,NSE,Textile - Spinning,GTN Industries Limited,India
GTNTEX.NS,NSE,Textile - Spinning,GTN Textiles Limited,India
GTPL.NS,NSE,TV Broadcasting & Software Production,GTPL Hathway Limited,India
GUFICBIO.NS,NSE,Pharmaceuticals & Drugs,Gufic Biosciences Limited,India
GUJALKALI.NS,NSE,Chemicals,Gujarat Alkalies and Chemicals Limited,India
GUJAPOLLO.NS,NSE,Engineering - Industrial Equipments,Gujarat Apollo Industries Limited,India
GUJGASLTD.NS,NSE,Gas Transmission/Marketing,Gujarat Gas Limited,India
GUJRAFFIA.NS,NSE,Plastic Products,Gujarat Raffia Industries Limited,India
GULFOILLUB.NS,NSE,Lubricants,Gulf Oil Lubricants India Limited,India
GULFPETRO.NS,NSE,Lubricants,GP Petroleums Limited,India
GULPOLY.NS,NSE,Consumer Food,Gulshan Polyols Limited,India
GVKPIL.NS,NSE,Power Generation/Distribution,GVK Power & Infrastructure Limited,India
HAL.NS,NSE,Defence,Hindustan Aeronautics Limited,India
HAPPSTMNDS.NS,NSE,IT - Software,Happiest Minds Technologies Limited,India
HARDWYN.NS,NSE,Aluminium & Aluminium Products,Hardwyn India Limited,India
HARIOMPIPE.NS,NSE,Engineering,Hariom Pipe Industries Limited,India
HARRMALAYA.NS,NSE,Agriculture,Harrisons Malayalam Limited,India
HARSHA.NS,NSE,Engineering - Industrial Equipments,Harsha Engineers International Limited,India
HATHWAY.NS,NSE,Telecommunication - Service  Provider,Hathway Cable and Datacom Limited,India
HATSUN.NS,NSE,Consumer Food,Hatsun Agro Product Limited,India
HAVELLS.NS,NSE,Electric Equipment,Havells India Limited,India
HAVISHA.NS,NSE,"Hotel, Resort & Restaurants",Sri Havisha Hospitality and Infrastructure Limited,India
HBLPOWER.NS,NSE,Batteries,HBL Power Systems Limited,India
HBSL.NS,NSE,Finance - NBFC,HB Stockholdings Limited,India
HCC.NS,NSE,Engineering - Construction,Hindustan Construction Company Limited,India
HCG.NS,NSE,Hospital & Healthcare Services,HealthCare Global Enterprises Limited,India
HCL.INSYS.NS,NSE,Not Available,HCL Infosystems Limited,India
HCLTECH.NS,NSE,IT - Software,HCL Technologies Limited,India
HDFC.NS,NSE,Finance - Housing,Housing Development Finance Corporation Limited,India
HDFCAMC.NS,NSE,Finance - Asset Management,HDFC Asset Management Company Limited,India
HDFCBANK.NS,NSE,Bank - Private,HDFC Bank Limited,India
HDFCBSE500.NS,NSE,Finology One,HDFC Mutual Fund - HDFC SandP Bse 500 ETF,India
HDFCGROWTH.NS,NSE,Finology One,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty Growth Sectors 15 ETF,India
HDFCLIFE.NS,NSE,Insurance,HDFC Life Insurance Company Limited,India
HDFCLOWVOL.NS,NSE,Finology One,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty 100 Low Volatility 30 ETF,India
HDFCMID150.NS,NSE,Finology One,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty Midcap 150 ETF,India
HDFCMOMENT.NS,NSE,Finology One,HDFC Mutual Fund - HDFC NIFTY 200 Momentum 30 ETF,India
HDFCNEXT50.NS,NSE,Finology One,HDFC Mutual Fund - HDFC Nifty Next 50 ETF,India
HDFCNIF100.NS,NSE,Finology One,HDFC Nifty 100 ETF,India
HDFCNIFIT.NS,NSE,Finology One,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty IT ETF,India
HDFCPVTBAN.NS,NSE,Finology One,HDFC Amc Ltd. - HDFC Mutual Fund - HDFC Nifty Private Bank ETF,India
HDFCQUAL.NS,NSE,Finology One,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty 100 Quality 30 ETF,India
HDFCSILVER.NS,NSE,Finology One,HDFCAMC - HDFCSILVER,India
HDFCSML250.NS,NSE,Finology One,HDFC Amc Ltd - HDFC Mutual Fund - HDFC Nifty Smallcap 250 ETF,India
HDFCVALUE.NS,NSE,Finology One,HDFC AMC Limited - HDFC Mutual Fund - HDFC Nifty 50 Value 20 ETF,India
HDIL.NS,NSE,Construction - Real Estate,Housing Development and Infrastructure Limited,India
HEADSUP.NS,NSE,Retailing,Heads UP Ventures Limited,India
HECPROJECT.NS,NSE,Engineering - Construction,HEC Infra Projects Limited,India
HEG.NS,NSE,Electrodes & Welding Equipment,HEG Limited,India
HEIDELBERG.NS,NSE,Cement & Construction Materials,HeidelbergCement India Limited,India
HEMIPROP.NS,NSE,Construction - Real Estate,Hemisphere Properties India Limited,India
HERANBA.NS,NSE,Pesticides & Agrochemicals,Heranba Industries Limited,India
HERCULES.NS,NSE,Engineering - Industrial Equipments,Hercules Hoists Limited,India
HERITGFOOD.NS,NSE,Consumer Food,Heritage Foods Limited,India
HEROMOTOCO.NS,NSE,Automobile Two & Three Wheelers,Hero MotoCorp Limited,India
HESTERBIO.NS,NSE,Pharmaceuticals & Drugs,Hester Biosciences Limited,India
HEXATRADEX.NS,NSE,Trading,Hexa Tradex Limited,India
HEXAWARE.NS,NSE,Finology One,Hexaware Technologies Limited,India
HFCL.NS,NSE,Telecommunication - Equipment,HFCL Limited,India
HGINFRA.NS,NSE,Engineering - Construction,H.G. Infra Engineering Limited,India
HGS.NS,NSE,BPO/ITeS,Hinduja Global Solutions Limited,India
HIKAL.NS,NSE,Pharmaceuticals & Drugs,Hikal Limited,India
HIL.NS,NSE,Cement & Construction Materials,HIL Limited,India
HILTON.NS,NSE,Forgings,Hilton Metal Forging Limited,India
HIMATSEIDE.NS,NSE,Textile,Himatsingka Seide Limited,India
HINDALCO.NS,NSE,Metal - Non Ferrous,Hindalco Industries Limited,India
HINDCOMPOS.NS,NSE,Auto Ancillary,Hindustan Composites Limited,India
HINDCON.NS,NSE,Chemicals,Hindcon Chemicals Limited,India
HINDCOPPER.NS,NSE,Metal - Non Ferrous,Hindustan Copper Limited,India
HINDMOTORS.NS,NSE,Automobiles - Passenger Cars,Hindustan Motors Limited,India
HINDNATGLS.NS,NSE,Glass,Hindusthan National Glass & Industries Limited,India
HINDOILEXP.NS,NSE,Oil Exploration,Hindustan Oil Exploration Company Limited,India
HINDPETRO.NS,NSE,Refineries,Hindustan Petroleum Corporation Limited,India
HINDUNILVR.NS,NSE,Household & Personal Products,Hindustan Unilever Limited,India
HINDWAREAP.NS,NSE,Consumer Durables - Domestic Appliances,Hindware Home Innovation Limited,India
HINDZINC.NS,NSE,Metal - Non Ferrous,Hindustan Zinc Limited,India
HIRECT.NS,NSE,Electric Equipment,Hind Rectifiers Limited,India
HISARMETAL.NS,NSE,Steel & Iron Products,Hisar Metal Industries Limited,India
HITECH.NS,NSE,Steel & Iron Products,Hi-Tech Pipes Limited,India
HITECHCORP.NS,NSE,Plastic Products,Hitech Corporation Limited,India
HITECHGEAR.NS,NSE,Auto Ancillary,The Hi-Tech Gears Limited,India
HLEGLAS.NS,NSE,Engineering - Industrial Equipments,HLE Glascoat Limited,India
HLVLTD.NS,NSE,"Hotel, Resort & Restaurants",HLV Limited,India
HMT.NS,NSE,Automobiles-Tractors,HMT Limited,India
HMVL.NS,NSE,Printing And Publishing,Hindustan Media Ventures Limited,India
HNDFDS.NS,NSE,Consumer Food,Hindustan Foods Limited,India
HOMEFIRST.NS,NSE,Finance - Housing,Home First Finance Company India Limited,India
HOMESFY.SM.NS,NSE,Not Available,HOMESFY REALTY LIM,India
HONAUT.NS,NSE,Consumer Durables - Electronics,Honeywell Automation India Limited,India
HONDAPOWER.NS,NSE,Electric Equipment,Honda Siel Power Products Limited,India
HOTELRUGBY.NS,NSE,Finology One,Hotel Rugby Limited,India
HOVS.NS,NSE,BPO/ITeS,HOV Services Limited,India
HPAL.NS,NSE,Chemicals,HP Adhesives Limited,India
HPIL.NS,NSE,Dyes & Pigments,Hindprakash Industries Limited,India
HPL.NS,NSE,Electric Equipment,HPL Electric & Power Limited,India
HSCL.NS,NSE,Chemicals,Himadri Speciality Chemical Limited,India
HSIL.NS,NSE,Finology One,HSIL Limited,India
HTMEDIA.NS,NSE,Printing And Publishing,HT Media Limited,India
HUBTOWN.NS,NSE,Construction - Real Estate,Hubtown Limited,India
HUDCO.NS,NSE,Finance - Housing,Housing and Urban Development Corporation Limited,India
HUHTAMAKI.NS,NSE,Plastic Products,Huhtamaki India Limited,India
HYBRIDFIN.NS,NSE,Finance - NBFC,Hybrid Financial Services Limited,India
IBREALEST.NS,NSE,Construction - Real Estate,Indiabulls Real Estate Limited,India
IBULHSGFIN.NS,NSE,Finance - Housing,Indiabulls Housing Finance Limited,India
IBULHSGFIN.N0.NS,NSE,Not Available,Sec Re NCD 9.39% Sr.VIII,India
IBULHSGFIN.Z5.NS,NSE,Not Available,Sec Re NCD 8.94% Sr.VI,India
IBULHSGFIN.Z7.NS,NSE,Not Available,Sec Re NCD 9.55% Sr.VII,India
IBULHSGFIN.Z9.NS,NSE,Not Available,Sec Re NCD 9.15% Sr.VIII,India
IBULHSGFIN.ZB.NS,NSE,Not Available,Sec Re NCD 9.05% Sr.I,India
IBULHSGFIN.ZD.NS,NSE,Not Available,Sec Re NCD Sr.II,India
IBULHSGFIN.ZF.NS,NSE,Not Available,Sec Re NCD 8.70% Sr.III,India
IBULHSGFIN.ZJ.NS,NSE,Not Available,Sec Re NCD Sr.V,India
IBULHSGFIN.ZN.NS,NSE,Not Available,Sec Re NCD 9.15% Sr.VIII,India
IBULHSGFIN.ZR.NS,NSE,Not Available,Sec Re NCD 8.94% Sr.II,India
IBULHSGFIN.ZY.NS,NSE,Not Available,Sec Re NCD 9.80% Sr.VII,India
ICDSLTD.NS,NSE,Finance - NBFC,ICDS Limited,India
ICEMAKE.NS,NSE,Electronics - Components,Ice Make Refrigeration Limited,India
ICICI10GS.NS,NSE,Finology One,ICICI Prudential Asset Management Company Limited - Nifty 10 Year Benchmark G-Sec ETF,India
ICICI5GSEC.NS,NSE,Finology One,Icici Prudential Amc Ltd. - Icici Prudential Mutual Fund - Icici Prudential 5 Year G-Sec ETF,India
ICICIBANK.NS,NSE,Bank - Private,ICICI Bank Limited,India
ICICICOMMO.NS,NSE,Finology One,ICICI Prudential Amc Ltd. - ICICI Prudential Mutual Fund - ICICI Prudential Nifty Commodities Etf,India
ICICIFIN.NS,NSE,Finology One,ICICI Prudential Amc Ltd. - ICICI Prudential MF - ICICI Prudential Nifty Financial Fund,India
ICICIGI.NS,NSE,Insurance,ICICI Lombard General Insurance Company Limited,India
ICICIINFRA.NS,NSE,Finology One,ICICI Prudential Nifty Infrastructure ETF,India
ICICIMOM30.NS,NSE,Finology One,ICICI Prudential Nifty 200 Momentum 30 ETF,India
ICICIPRULI.NS,NSE,Insurance,ICICI Prudential Life Insurance Company Limited,India
ICIL.NS,NSE,Textile,Indo Count Industries Limited,India
ICRA.NS,NSE,Ratings,ICRA Limited,India
IDBI.NS,NSE,Bank - Private,IDBI Bank Limited,India
IDEA.NS,NSE,Telecommunication - Service  Provider,Vodafone Idea Limited,India
IDFC.NS,NSE,Finance - NBFC,IDFC Limited,India
IDFCFIRSTB.NS,NSE,Bank - Private,IDFC First Bank Limited,India
IEL.NS,NSE,Miscellaneous,Indiabulls Enterprises Limited,India
IEX.NS,NSE,Power Generation/Distribution,Indian Energy Exchange Limited,India
IFBAGRO.NS,NSE,Consumer Food,IFB Agro Industries Limited,India
IFBIND.NS,NSE,Consumer Durables - Domestic Appliances,IFB Industries Limited,India
IFCI.NS,NSE,Finance Term Lending,IFCI Limited,India
IFGLEXPOR.NS,NSE,Refractories,IFGL Refractories Limited,India
IGARASHI.NS,NSE,Electric Equipment,Igarashi Motors India Limited,India
IGL.NS,NSE,Industrial  Gases & Fuels,Indraprastha Gas Limited,India
IGPL.NS,NSE,Chemicals,I G Petrochemicals Limited,India
IIFL.NS,NSE,Finance - Investment,IIFL Finance Limited,India
IIFLSEC.NS,NSE,Finance - Investment,IIFL Securities Limited,India
IIFLWAM.NS,NSE,Finology One,IIFL Wealth Management Limited,India
IITL.NS,NSE,Finance - NBFC,Industrial Investment Trust Limited,India
IL&FSENGG.NS,NSE,Not Available,IL&FS Engineering and Construction Company Limited,India
IL&FSTRANS.NS,NSE,Not Available,IL&FS Transportation Networks Limited,India
IMAGICAA.NS,NSE,Amusement Parks/Recreation/Club,Imagicaaworld Entertainment Ltd,India
IMC1.N0.NS,NSE,Not Available,Sec Re NCGB 8.25% STRPP A,India
IMFA.NS,NSE,Ferro & Silica Manganese,Indian Metals and Ferro Alloys Limited,India
IMPAL.NS,NSE,Trading,India Motor Parts and Accessories Limited,India
IMPEXFERRO.NS,NSE,Ferro & Silica Manganese,Impex Ferro Tech Limited,India
INCREDIBLE.NS,NSE,Steel & Iron Products,Incredible Industries Limited,India
INDBANK.NS,NSE,Finance - Stock Broking,Indbank Merchant Banking Services Limited,India
INDHOTEL.NS,NSE,"Hotel, Resort & Restaurants",The Indian Hotels Company Limited,India
INDIACEM.NS,NSE,Cement & Construction Materials,The India Cements Limited,India
INDIAGLYCO.NS,NSE,Chemicals,India Glycols Limited,India
INDIAMART.NS,NSE,e-Commerce,IndiaMART InterMESH Limited,India
INDIANB.NS,NSE,Bank - Public,Indian Bank,India
INDIANCARD.NS,NSE,Textile - Machinery,The Indian Card Clothing Company Limited,India
INDIANHUME.NS,NSE,Engineering - Construction,The Indian Hume Pipe Company Limited,India
INDIGO.NS,NSE,Airlines,InterGlobe Aviation Limited,India
INDIGOPNTS.NS,NSE,Paints,Indigo Paints Limited,India
INDIGRID.IV.NS,NSE,Not Available,INDIA GRID TRUST,India
INDLMETER.NS,NSE,Electric Equipment,IMP Powers Limited,India
INDNIPPON.NS,NSE,Auto Ancillary,India Nippon Electricals Limited,India
INDOAMIN.NS,NSE,Chemicals,Indo Amines Limited,India
INDOBORAX.NS,NSE,Chemicals,Indo Borax & Chemicals Limited,India
INDOCO.NS,NSE,Pharmaceuticals & Drugs,Indoco Remedies Limited,India
INDORAMA.NS,NSE,Textile - Manmade  Fibres,Indo Rama Synthetics ,India
INDO.RE.NS,NSE,Not Available,Indowind Energy Limited,India
INDOSOLAR.NS,NSE,Finology One,Indosolar Limited,India
INDOSTAR.NS,NSE,Finance - NBFC,IndoStar Capital Finance Limited,India
INDOTECH.NS,NSE,Electric Equipment,Indo Tech Transformers Limited,India
INDOTHAI.NS,NSE,Finance - Investment,Indo Thai Securities Ltd.,India
INDOWIND.NS,NSE,Power Generation/Distribution,Indowind Energy Limited,India
INDRAMEDCO.NS,NSE,Hospital & Healthcare Services,Indraprastha Medical Corporation Limited,India
INDSWFTLAB.NS,NSE,Pharmaceuticals & Drugs,Ind-Swift Laboratories Limited,India
INDSWFTLTD.NS,NSE,Pharmaceuticals & Drugs,Ind-Swift Limited,India
INDTERRAIN.NS,NSE,Textile,Indian Terrain Fashions Limited,India
INDUSINDBK.NS,NSE,Bank - Private,IndusInd Bank Limited,India
INDUSTOWER.NS,NSE,Telecommunication - Service  Provider,Indus Towers Limited,India
INEOSSTYRO.NS,NSE,Finology One,INEOS Styrolution India Limited,India
INFIBEAM.NS,NSE,Fintech,Infibeam Avenues Limited,India
INFOBEAN.NS,NSE,IT - Software,InfoBeans Technologies Limited,India
INFOMEDIA.NS,NSE,Printing And Publishing,Infomedia Press Limited,India
INFY.NS,NSE,IT - Software,Infosys Limited,India
INGERRAND.NS,NSE,Compressors / Pumps,Ingersoll-Rand ,India
INNOVANA.SM.NS,NSE,Not Available,INNOVANA THINKLABS,India
INNOVATIVE.ST.NS,NSE,Not Available,INNOVATIVE TYRES &,India
INOXGREEN.NS,NSE,Engineering,INOX Green Energy Services Ltd,India
INOXLEISUR.NS,NSE,Finology One,INOX Leisure Limited,India
INOXWIND.NS,NSE,Electric Equipment,Inox Wind Limited,India
INSECTICID.NS,NSE,Pesticides & Agrochemicals,Insecticides ,India
INSPIRISYS.NS,NSE,IT - Software,Inspirisys Solutions Limited,India
INTELLECT.NS,NSE,IT - Software,Intellect Design Arena Limited,India
INTENTECH.NS,NSE,IT - Software,Intense Technologies Limited,India
INTLCONV.NS,NSE,Engineering - Industrial Equipments,Intl Conveyors Limited,India
INVENTURE.NS,NSE,Finance - Stock Broking,Inventure Growth & Securities Limited,India
IOB.NS,NSE,Bank - Public,Indian Overseas Bank,India
IOC.NS,NSE,Refineries,Indian Oil Corporation Limited,India
IOLCP.NS,NSE,Pharmaceuticals & Drugs,IOL Chemicals and Pharmaceuticals Limited,India
IONEXCHANG.NS,NSE,Engineering - Industrial Equipments,Ion Exchange ,India
IPCALAB.NS,NSE,Pharmaceuticals & Drugs,Ipca Laboratories Limited,India
IPL.NS,NSE,Pesticides & Agrochemicals,India Pesticides Limited,India
IPRU8607.MF.NS,NSE,Not Available,ICICI PRUDENTIAL A FXD MATU PL ,India
IPSL.SM.NS,NSE,Not Available,INTEGRATED PERSONN,India
IRB.NS,NSE,Engineering - Construction,IRB Infrastructure Developers Limited,India
IRBINVIT.IV.NS,NSE,Not Available,IRB INVIT FUND,India
IRCON.NS,NSE,Engineering - Construction,Ircon International Limited,India
IRCTC.NS,NSE,Travel Services,Indian Railway Catering & Tourism Corporation Limited,India
IRFC.NS,NSE,Finance Term Lending,Indian Railway Finance Corporation Limited,India
IRIS.NS,NSE,BPO/ITeS,IRIS Business Services Limited,India
IRISDOREME.NS,NSE,Textile,Iris Clothings Limited,India
ISEC.NS,NSE,Finance - Stock Broking,ICICI Securities Limited,India
ISFT.NS,NSE,BPO/ITeS,IntraSoft Technologies Limited,India
ISGEC.NS,NSE,Engineering - Construction,Isgec Heavy Engineering Limited,India
ISHAN.SM.NS,NSE,Not Available,ISHAN INTERNATIONA,India
ISMTLTD.NS,NSE,Steel & Iron Products,ISMT Limited,India
ITBEES.NS,NSE,Finology One,Nippon India Mutual Fund - Nippon India ETF Nifty IT,India
ITC.NS,NSE,Cigarettes/Tobacco,ITC Limited,India
ITDC.NS,NSE,"Hotel, Resort & Restaurants",India Tourism Development Corporation Limited,India
ITDCEM.NS,NSE,Engineering - Construction,ITD Cementation India Limited,India
ITI.NS,NSE,Telecommunication - Equipment,ITI Limited,India
IVC.NS,NSE,Finance - Investment,IL&FS Investment Managers Limited,India
IVP.NS,NSE,Chemicals,IVP Limited,India
IWEL.NS,NSE,Power Generation/Distribution,Inox Wind Energy Limited,India
IZMO.NS,NSE,IT - Software,IZMO Limited,India
JAGRAN.NS,NSE,Printing And Publishing,Jagran Prakashan Limited,India
JAGSNPHARM.NS,NSE,Pharmaceuticals & Drugs,Jagsonpal Pharmaceuticals Limited,India
JAIBALAJI.NS,NSE,Steel/Sponge Iron/Pig Iron,Jai Balaji Industries Limited,India
JAICORPLTD.NS,NSE,Plastic Products,Jai Corp Limited,India
JAINAM.SM.NS,NSE,Not Available,JAINAM FERRO ALLOY,India
JAINSTUDIO.NS,NSE,Finology One,Jain Studios Limited,India
JAIPURKURT.NS,NSE,Textile,Nandani Creation Limited,India
JALAN.SM.NS,NSE,Not Available,JALAN TRANSOLUTION,India
JAMNAAUTO.NS,NSE,Auto Ancillary,Jamna Auto Industries Limited,India
JASH.NS,NSE,Engineering - Industrial Equipments,Jash Engineering Limited,India
JAYAGROGN.NS,NSE,Chemicals,Jayant Agro-Organics Limited,India
JAYBARMARU.NS,NSE,Auto Ancillary,Jay Bharat Maruti Limited,India
JAYNECOIND.NS,NSE,Steel & Iron Products,Jayaswal Neco Industries Limited,India
JAYSREETEA.NS,NSE,Tea/Coffee,Jay Shree Tea & Industries Limited,India
JBCHEPHARM.NS,NSE,Pharmaceuticals & Drugs,J. B. Chemicals & Pharmaceuticals Limited,India
JBFIND.NS,NSE,Textile - Manmade  Fibres,JBF Industries Limited,India
JBMA.NS,NSE,Auto Ancillary,JBM Auto Limited,India
JCHAC.NS,NSE,Air Conditioners,Johnson Controls-Hitachi Air Conditioning India Limited,India
JETAIRWAYS.NS,NSE,Airlines,Jet Airways ,India
JETFREIGHT.NS,NSE,Logistics,Jet Freight Logistics Limited,India
JETFRE.RE.NS,NSE,Not Available,Jet Freight Logistics Ltd,India
JFLLIFE.SM.NS,NSE,Not Available,JFL LIFE SCIENCES,India
JHS.NS,NSE,Household & Personal Products,JHS Svendgaard Laboratories Limited,India
JIKIND.NS,NSE,Glass,JIK Industries Limited,India
JINDALPHOT.NS,NSE,Finance - Investment,Jindal Photo Limited,India
JINDALPOLY.NS,NSE,Plastic Products,Jindal Poly Films Limited,India
JINDALSAW.NS,NSE,Steel & Iron Products,Jindal Saw Limited,India
JINDALSTEL.NS,NSE,Steel/Sponge Iron/Pig Iron,Jindal Steel & Power Limited,India
JINDCOT.NS,NSE,Textile - Spinning,Jindal Cotex Limited,India
JINDRILL.NS,NSE,Oil Exploration,Jindal Drilling & Industries Limited,India
JINDWORLD.NS,NSE,Textile,Jindal Worldwide Limited,India
JISLDVREQS.NS,NSE,Miscellaneous,Jain Irrigation Systems Limited,India
JISLJALEQS.NS,NSE,Plastic Products,Jain Irrigation Systems Limited,India
JITFINFRA.NS,NSE,Logistics,JITF Infralogistics Limited,India
JIYAECO.NS,NSE,Finology One,Jiya Eco-Products Limited,India
J&KBANK.NS,NSE,Not Available,The Jammu and Kashmir Bank Limited,India
JKCEMENT.NS,NSE,Cement & Construction Materials,J.K. Cement Limited,India
JKIL.NS,NSE,Engineering - Construction,J. Kumar Infraprojects Limited,India
JKLAKSHMI.NS,NSE,Cement & Construction Materials,JK Lakshmi Cement Limited,India
JKPAPER.NS,NSE,Paper & Paper Products,JK Paper Limited,India
JKTYRE.NS,NSE,Tyres & Allied,JK Tyre & Industries Limited,India
JMA.NS,NSE,Trading,Jullundur Motor Agency ,India
JMCPROJECT.NS,NSE,Finology One,JMC Projects ,India
JMFINANCIL.NS,NSE,Finance - Investment,JM Financial Limited,India
JMTAUTOLTD.NS,NSE,Finology One,JMT Auto Limited,India
JOCIL.NS,NSE,Chemicals,Jocil Limited,India
JPASSOCIAT.NS,NSE,Cement & Construction Materials,Jaiprakash Associates Limited,India
JPINFRATEC.NS,NSE,Construction - Real Estate,Jaypee Infratech Limited,India
JPOLYINVST.NS,NSE,Finance - Investment,Jindal Poly Investment and Finance Company Limited,India
JPPOWER.NS,NSE,Power Generation/Distribution,Jaiprakash Power Ventures Limited,India
JSL.NS,NSE,Steel & Iron Products,Jindal Stainless Limited,India
JSLHISAR.NS,NSE,Steel & Iron Products,Jindal Stainless ,India
JSLL.SM.NS,NSE,Not Available,JEENA SIKHO LIFECA,India
JSWENERGY.NS,NSE,Power Generation/Distribution,JSW Energy Limited,India
JSWHL.NS,NSE,Finance - Investment,JSW Holdings Limited,India
JSWISPL.NS,NSE,Steel & Iron Products,JSW Ispat Special Products Limited,India
JSWSTEEL.NS,NSE,Steel & Iron Products,JSW Steel Limited,India
JTEKTINDIA.NS,NSE,Auto Ancillary,JTEKT India Limited,India
JTLIND.NS,NSE,Steel & Iron Products,JTL Industries Ltd,India
JTLINFRA.NS,NSE,Finology One,JTL Infra Ltd,India
JUBLFOOD.NS,NSE,Consumer Food,Jubilant FoodWorks Limited,India
JUBLINDS.NS,NSE,Chemicals,Jubilant Industries Limited,India
JUBLINGREA.NS,NSE,Chemicals,Jubilant Ingrevia Limited,India
JUBLPHARMA.NS,NSE,Pharmaceuticals & Drugs,Jubilant Pharmova Limited,India
JUSTDIAL.NS,NSE,Miscellaneous,Just Dial Limited,India
JWL.NS,NSE,Auto Ancillary,Jupiter Wagons Limited,India
JYOTHYLAB.NS,NSE,Household & Personal Products,Jyothy Labs Limited,India
JYOTISTRUC.NS,NSE,Transmission Towers / Equipments,Jyoti Structures Limited,India
KABRAEXTRU.NS,NSE,Engineering - Industrial Equipments,Kabra Extrusiontechnik Limited,India
KAJARIACER.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Kajaria Ceramics Limited,India
KAKATCEM.NS,NSE,Cement & Construction Materials,Kakatiya Cement Sugar and Industries Limited,India
KALPATPOWR.NS,NSE,Transmission Towers / Equipments,Kalpataru Power Transmission Limited,India
KALYANIFRG.NS,NSE,Forgings,Kalyani Forge Limited,India
KALYANKJIL.NS,NSE,Diamond  &  Jewellery,Kalyan Jewellers India Limited,India
KAMATHOTEL.NS,NSE,"Hotel, Resort & Restaurants",Kamat Hotels ,India
KAMDHENU.NS,NSE,Steel & Iron Products,Kamdhenu Limited,India
KAMOPAINTS.NS,NSE,Miscellaneous,Kamdhenu Ventures Limited,India
KANANIIND.NS,NSE,Diamond  &  Jewellery,Kanani Industries Limited,India
KANDARP.SM.NS,NSE,Not Available,KANDARP DIGI SMART,India
KANORICHEM.NS,NSE,Chemicals,Kanoria Chemicals & Industries Limited,India
KANPRPLA.NS,NSE,Plastic Products,Kanpur Plastipack Limited,India
KANSAINER.NS,NSE,Paints,Kansai Nerolac Paints Limited,India
KAPSTON.NS,NSE,Miscellaneous,Kapston Facilities Management Limited,India
KARMAENG.NS,NSE,Power Generation/Distribution,Karma Energy Limited,India
KARURVYSYA.NS,NSE,Bank - Private,The Karur Vysya Bank Limited,India
KAUSHALYA.NS,NSE,Engineering - Construction,Kaushalya Infrastructure Development Corporation Limited,India
KAVVERITEL.NS,NSE,Telecommunication - Equipment,Kavveri Telecom Products Limited,India
KAYA.NS,NSE,Hospital & Healthcare Services,Kaya Limited,India
KAYNES.NS,NSE,Electronics - Components,Kaynes Technology India Limited,India
KBCGLOBAL.NS,NSE,Construction - Real Estate,KBC Global Limited,India
KCK.SM.NS,NSE,Not Available,KCK INDUSTRIES LTD,India
KCP.NS,NSE,Cement & Construction Materials,The KCP Limited,India
KCPSUGIND.NS,NSE,Sugar,K.C.P. Sugar and Industries Corporation Limited,India
KDDL.NS,NSE,Watches & Accessories,KDDL Limited,India
KEC.NS,NSE,Engineering - Construction,KEC International Limited,India
KECL.NS,NSE,Electric Equipment,Kirloskar Electric Company Limited,India
KEEPLEARN.NS,NSE,Printing And Publishing,DSJ Keep Learning Limited,India
KEERTI.NS,NSE,IT - Education,Keerti Knowledge and Skills Limited,India
KEI.NS,NSE,Cable,KEI Industries Limited,India
KELLTONTEC.NS,NSE,IT - Software,Kellton Tech Solutions Limited,India
KENNAMET.NS,NSE,Engineering,Kennametal India Limited,India
KERNEX.NS,NSE,IT - Software,Kernex Microsystems ,India
KESORAMIND.NS,NSE,Cement & Construction Materials,Kesoram Industries Limited,India
KEYFINSERV.NS,NSE,Finance - Investment,Keynote Financial Services Limited,India
KFINTECH.NS,NSE,Finance - Others,KFin Technologies Limited,India
KGL.NS,NSE,Finology One,Karuturi Global Limited,India
KHADIM.NS,NSE,Retailing,Khadim India Limited,India
KHAICHEM.NS,NSE,Fertilizers,Khaitan Chem & Fert Ltd,India
KHAITANLTD.NS,NSE,Sugar,Khaitan ,India
KHANDSE.NS,NSE,Finance - Stock Broking,Khandwala Securities Limited,India
KHFM.RE.ST.NS,NSE,Not Available,KHFM Hos Fac Mana Ser Ltd,India
KHFM.SM.NS,NSE,Not Available,KHFM H AND F MGT S,India
