Symbol,Exchange,Sector,Company name,Country
ONGC.NS,NSE,Oil Exploration,Oil and Natural Gas Corporation Limited,India
ONMOBILE.NS,NSE,IT - Software,OnMobile Global Limited,India
ONWARDTEC.NS,NSE,IT - Software,Onward Technologies Limited,India
OPTIEMUS.NS,NSE,Trading,Optiemus Infracom Limited,India
OPTOCIRCUI.NS,NSE,Finology One,Opto Circuits ,India
ORBTEXP.NS,NSE,Textile,Orbit Exports Limited,India
ORCHPHARMA.NS,NSE,Pharmaceuticals & Drugs,Orchid Pharma Limited,India
ORICONENT.NS,NSE,Petrochemicals,Oricon Enterprises Limited,India
ORIENTABRA.NS,NSE,Refractories,Orient Abrasives Limited,India
ORIENTALTL.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Oriental Trimex Limited,India
ORIENTBELL.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Orient Bell Limited,India
ORIENTCEM.NS,NSE,Cement & Construction Materials,Orient Cement Limited,India
ORIENTELEC.NS,NSE,Consumer Durables - Domestic Appliances,Orient Electric Limited,India
ORIENTHOT.NS,NSE,"Hotel, Resort & Restaurants",Oriental Hotels Limited,India
ORIENTLTD.NS,NSE,Plastic Products,Orient Press Limited,India
ORIENTPPR.NS,NSE,Paper & Paper Products,Orient Paper & Industries Limited,India
ORISSAMINE.NS,NSE,Mining & Minerals,The Orissa Minerals Development Company Limited,India
ORTEL.NS,NSE,TV Broadcasting & Software Production,Ortel Communications Limited,India
ORTINLAB.NS,NSE,Pharmaceuticals & Drugs,Ortin Laboratories Limited,India
OSIAHYPER.NS,NSE,Retailing,Osia Hyper Retail Limited,India
OSWALAGRO.NS,NSE,Trading,Oswal Agro Mills Limited,India
OSWALSEEDS.NS,NSE,Agriculture,ShreeOswal Seeds and Chemicals Limited,India
OSWALSEEDS.SM.NS,NSE,Not Available,SHREEOSWAL SEEDS A,India
PAEL.NS,NSE,Trading,PAE Limited,India
PAGEIND.NS,NSE,Textile,Page Industries Limited,India
PAISALO.NS,NSE,Finance - NBFC,Paisalo Digital Limited,India
PALASHSECU.NS,NSE,Finance - Investment,Palash Securities Limited,India
PALREDTEC.NS,NSE,IT - Software,Palred Technologies Limited,India
PANACEABIO.NS,NSE,Pharmaceuticals & Drugs,Panacea Biotec Limited,India
PANACHE.NS,NSE,IT - Hardware,Panache Digilife Limited,India
PANAMAPET.NS,NSE,Lubricants,Panama Petrochem Limited,India
PANSARI.NS,NSE,Construction - Real Estate,Pansari Developers Limited,India
PAR.NS,NSE,Chemicals,Par Drugs and Chemicals Limited,India
PARACABLES.NS,NSE,Cable,Paramount Communications Limited,India
PARADEEP.NS,NSE,Fertilizers,Paradeep Phosphates Limited,India
PARAGMILK.NS,NSE,Consumer Food,Parag Milk Foods Limited,India
PARAS.NS,NSE,Defence,Paras Defence and Space Technologies Limited,India
PARASPETRO.NS,NSE,Textile - Manmade  Fibres,Paras Petrofils Limited,India
PARSVNATH.NS,NSE,Construction - Real Estate,Parsvnath Developers Limited,India
PARTYCRUS.SM.NS,NSE,Not Available,PARTY CRUISERS LTD,India
PASHUPATI.SM.NS,NSE,Not Available,PASHUPATI COTSPIN,India
PASUPTAC.NS,NSE,Textile - Manmade  Fibres,Pasupati Acrylon Limited,India
PATANJALI.NS,NSE,Edible Oil,Patanjali Foods Limited,India
PATELENG.NS,NSE,Engineering - Construction,Patel Engineering Limited,India
PATINTLOG.NS,NSE,Logistics,Patel Integrated Logistics Limited,India
PATSPINLTD.NS,NSE,Textile - Spinning,Patspin India Limited,India
PAVNAIND.SM.NS,NSE,Not Available,PAVNA INDUSTRIES L,India
PAYTM.NS,NSE,Fintech,One97 Communications Limited,India
PBAINFRA.NS,NSE,Engineering - Construction,PBA Infrastructure Limited,India
PCBL.NS,NSE,Carbon Black,PCBL Limited,India
PCJEWELLER.NS,NSE,Diamond  &  Jewellery,PC Jeweller Limited,India
PDMJEPAPER.NS,NSE,Paper & Paper Products,Pudumjee Paper Products Limited,India
PDPL.NS,NSE,Pharmaceuticals & Drugs,Parenteral Drugs ,India
PDSL.NS,NSE,Textile,PDS Limited,India
PEARLPOLY.NS,NSE,Plastic Products,Pearl Polymers Limited,India
PEL.NS,NSE,Finance - NBFC,Piramal Enterprises Limited,India
PENIND.NS,NSE,Steel & Iron Products,Pennar Industries Limited,India
PENINLAND.NS,NSE,Construction - Real Estate,Peninsula Land Limited,India
PERFECT.SM.NS,NSE,Not Available,PERFECT INFRAENGIN,India
PERSISTENT.NS,NSE,IT - Software,Persistent Systems Limited,India
PETRONET.NS,NSE,Industrial  Gases & Fuels,Petronet LNG Limited,India
PFC.NS,NSE,Finance Term Lending,Power Finance Corporation Limited,India
PFIZER.NS,NSE,Pharmaceuticals & Drugs,Pfizer Limited,India
PFOCUS.NS,NSE,"Film Production, Distribution & Entertainment",Prime Focus Limited,India
PFS.NS,NSE,Finance - NBFC,PTC India Financial Services Limited,India
PGEL.NS,NSE,Consumer Durables - Domestic Appliances,PG Electroplast Limited,India
PGHH.NS,NSE,Household & Personal Products,Procter & Gamble Hygiene and Health Care Limited,India
PGHL.NS,NSE,Pharmaceuticals & Drugs,Procter & Gamble Health Limited,India
PGIL.NS,NSE,Textile,Pearl Global Industries Limited,India
PGINVIT.IV.NS,NSE,Not Available,POWERGRID Infra. INVITs,India
PHANTOMFX.SM.NS,NSE,Not Available,PHANTOM DIGITAL EF,India
PHARMABEES.NS,NSE,Finology One,NIPPONAMC - NETFPHARMA,India
PHOENIXLTD.NS,NSE,Construction - Real Estate,The Phoenix Mills Limited,India
PIDILITIND.NS,NSE,Chemicals,Pidilite Industries Limited,India
PIGL.SM.NS,NSE,Not Available,POWER & INSTRUMENT,India
PIIND.NS,NSE,Pesticides & Agrochemicals,PI Industries Limited,India
PILANIINVS.NS,NSE,Finance - Investment,Pilani Investment and Industries Corporation Limited,India
PILITA.NS,NSE,Plastic Products,Pil Italica Lifestyle Limited,India
PIONDIST.NS,NSE,Finology One,Pioneer Distilleries Limited,India
PIONEEREMB.NS,NSE,Textile - Spinning,Pioneer Embroideries Limited,India
PITTIENG.NS,NSE,Engineering,Pitti Engineering Limited,India
PIXTRANS.NS,NSE,Rubber  Products,Pix Transmissions Limited,India
PKTEA.NS,NSE,Tea/Coffee,The Peria Karamalai Tea and Produce Company Limited,India
PLASTIBLEN.NS,NSE,Chemicals,Plastiblends India Limited,India
PNB.NS,NSE,Bank - Public,Punjab National Bank,India
PNBGILTS.NS,NSE,Finance - NBFC,PNB Gilts Ltd.,India
PNBHOUSING.NS,NSE,Finance - Housing,PNB Housing Finance Limited,India
PNC.NS,NSE,"Film Production, Distribution & Entertainment",Pritish Nandy Communications Ltd,India
PNCINFRA.NS,NSE,Engineering - Construction,PNC Infratech Limited,India
POCL.NS,NSE,Metal - Non Ferrous,Pondy Oxides And Chemicals Limited,India
PODDARHOUS.NS,NSE,Construction - Real Estate,Poddar Housing and Development Limited,India
PODDARMENT.NS,NSE,Dyes & Pigments,Poddar Pigments Limited,India
POKARNA.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Pokarna Limited,India
POLICYBZR.NS,NSE,Fintech,PB Fintech Limited,India
POLYCAB.NS,NSE,Cable,Polycab India Limited,India
POLYMED.NS,NSE,Medical Equipment/Supplies/Accessories,Poly Medicure Limited,India
POLYPLEX.NS,NSE,Plastic Products,Polyplex Corporation Limited,India
PONNIERODE.NS,NSE,Sugar,Ponni Sugars ,India
POONAWALLA.NS,NSE,Finance - NBFC,Poonawalla Fincorp Limited,India
POWERGRID.NS,NSE,Power Generation/Distribution,Power Grid Corporation of India Limited,India
POWERINDIA.NS,NSE,Electric Equipment,ABB Power Products and Systems India Limited,India
POWERMECH.NS,NSE,Engineering - Construction,Power Mech Projects Limited,India
PPAP.NS,NSE,Auto Ancillary,PPAP Automotive Limited,India
PPL.NS,NSE,Plastic Products,Prakash Pipes Limited,India
PPLPHARMA.NS,NSE,Pharmaceuticals & Drugs,Piramal Pharma Limited,India
PRAENG.NS,NSE,Construction - Real Estate,Prajay Engineers Syndicate Limited,India
PRAJIND.NS,NSE,Engineering - Industrial Equipments,Praj Industries Limited,India
PRAKASH.NS,NSE,Steel & Iron Products,Prakash Industries Limited,India
PRAKASHSTL.NS,NSE,Steel & Iron Products,Prakash Steelage Limited,India
PRAXIS.NS,NSE,Retailing,Praxis Home Retail Limited,India
PRECAM.NS,NSE,Auto Ancillary,Precision Camshafts Limited,India
PRECISION.SM.NS,NSE,Not Available,PRECISION METALIKS,India
PRECOT.NS,NSE,Textile - Spinning,Precot Meridian Limited,India
PRECWIRE.NS,NSE,Cable,Precision Wires India Ltd.,India
PREMEXPLN.NS,NSE,Chemicals,Premier Explosives Limited,India
PREMIER.NS,NSE,Engineering - Industrial Equipments,Premier Limited,India
PREMIERPOL.NS,NSE,Plastic Products,Premier Polyfilm Ltd.,India
PRESSMN.NS,NSE,Miscellaneous,Pressman Advertising Limited,India
PRESTIGE.NS,NSE,Construction - Real Estate,Prestige Estates Projects Limited,India
PRICOLLTD.NS,NSE,Auto Ancillary,Pricol Limited,India
PRIMESECU.NS,NSE,Finance - Stock Broking,Prime Securities Limited,India
PRINCEPIPE.NS,NSE,Plastic Products,Prince Pipes and Fittings Limited,India
PRITI.NS,NSE,Miscellaneous,Priti International Limited,India
PRITIKA.SM.NS,NSE,Not Available,PRITIKA ENGINEERIN,India
PRITIKAUTO.NS,NSE,Engineering,Pritika Auto Industries Limited,India
PRIVISCL.NS,NSE,Chemicals,Privi Speciality Chemicals Limited,India
PROPEQUITY.SM.NS,NSE,Not Available,P. E. ANALYTICS PR,India
PROZONINTU.NS,NSE,Construction - Real Estate,Prozone Intu Properties Limited,India
PRSMJOHNSN.NS,NSE,Cement & Construction Materials,Prism Johnson Limited,India
PRUDENT.NS,NSE,Finance - Others,Prudent Corporate Advisory Services Limited,India
PSB.NS,NSE,Bank - Public,Punjab & Sind Bank,India
PSL.NS,NSE,Finology One,PSL Limited,India
PSPPROJECT.NS,NSE,Construction - Real Estate,PSP Projects Limited,India
PTC.NS,NSE,Power Generation/Distribution,PTC India Limited,India
PTL.NS,NSE,Miscellaneous,PTL Enterprises Limited,India
PUNJABCHEM.NS,NSE,Pesticides & Agrochemicals,Punjab Chemicals and Crop Protection Limited,India
PUNJLLOYD.NS,NSE,Finology One,Punj Lloyd Limited,India
PURVA.NS,NSE,Construction - Real Estate,Puravankara Limited,India
PVP.NS,NSE,Construction - Real Estate,PVP Ventures Limited,India
PVR.NS,NSE,"Film Production, Distribution & Entertainment",PVR Limited,India
QMSMEDI.SM.NS,NSE,Not Available,QMS MEDICAL ALLIED,India
QUADPRO.SM.NS,NSE,Not Available,QUADPRO ITES LTD,India
QUESS.NS,NSE,BPO/ITeS,Quess Corp Limited,India
QUICKHEAL.NS,NSE,IT - Software,Quick Heal Technologies Limited,India
QUINTEGRA.NS,NSE,IT - Software,Quintegra Solutions Limited,India
RADAAN.NS,NSE,"Film Production, Distribution & Entertainment",Radaan Mediaworks India Limited,India
RADHIKAJWE.NS,NSE,Diamond  &  Jewellery,Radhika Jeweltech Limited,India
RADIANTCMS.NS,NSE,Finance - Investment,Radiant Cash Management Services Limited,India
RADICO.NS,NSE,Breweries & Distilleries,Radico Khaitan Limited,India
RADIOCITY.NS,NSE,TV Broadcasting & Software Production,Music Broadcast Limited,India
RAILTEL.NS,NSE,Telecommunication - Service  Provider,RailTel Corporation of India Limited,India
RAIN.NS,NSE,Petrochemicals,Rain Industries Limited,India
RAINBOW.NS,NSE,Hospital & Healthcare Services,Rainbow Children's Medicare Limited,India
RAJESHEXPO.NS,NSE,Diamond  &  Jewellery,Rajesh Exports Limited,India
RAJMET.NS,NSE,Trading,Rajnandini Metal Limited,India
RAJRATAN.NS,NSE,Auto Ancillary,Rajratan Global Wire Limited,India
RAJRILTD.NS,NSE,Textile - Manmade  Fibres,Raj Rayon Industries Limited,India
RAJSREESUG.NS,NSE,Sugar,Rajshree Sugars and Chemicals Limited,India
RAJTV.NS,NSE,TV Broadcasting & Software Production,Raj Television Network Limited,India
RAJVIR.NS,NSE,Textile - Spinning,Rajvir Industries Limited,India
RALLIS.NS,NSE,Pesticides & Agrochemicals,Rallis India Limited,India
RAMANEWS.NS,NSE,Paper & Paper Products,Shree Rama Newsprint Limited,India
RAMAPHO.NS,NSE,Fertilizers,Rama Phosphates Limited,India
RAMASTEEL.NS,NSE,Steel & Iron Products,Rama Steel Tubes Limited,India
RAMCOCEM.NS,NSE,Cement & Construction Materials,The Ramco Cements Limited,India
RAMCOIND.NS,NSE,Cement & Construction Materials,Ramco Industries Limited,India
RAMCOSYS.NS,NSE,IT - Software,Ramco Systems Limited,India
RAMKY.NS,NSE,Engineering - Construction,Ramky Infrastructure Limited,India
RAMRAT.NS,NSE,Metal - Non Ferrous,Ram Ratna Wires Limited,India
RAMSARUP.NS,NSE,Finology One,Ramsarup Industries Limited,India
RANASUG.NS,NSE,Sugar,Rana Sugars Limited,India
RANEENGINE.NS,NSE,Auto Ancillary,Rane Engine Valve Limited,India
RANEHOLDIN.NS,NSE,Finance - Investment,Rane Holdings Limited,India
RATEGAIN.NS,NSE,IT - Software,RateGain Travel Technologies Limited,India
RATNAMANI.NS,NSE,Steel & Iron Products,Ratnamani Metals & Tubes Limited,India
RAYMOND.NS,NSE,Textile - Weaving,Raymond Limited,India
RBA.NS,NSE,"Hotel, Resort & Restaurants",Restaurant Brands Asia Limited,India
RBL.NS,NSE,Auto Ancillary,Rane Brake Lining Limited,India
RBLBANK.NS,NSE,Bank - Private,RBL Bank Limited,India
RBMINFRA.SM.NS,NSE,Not Available,RBM INFRACON LIMIT,India
RBMINFRA.ST.NS,NSE,Not Available,Rbm Infracon Limited,India
RCF.NS,NSE,Fertilizers,Rashtriya Chemicals and Fertilizers Limited,India
RCOM.NS,NSE,Telecommunication - Service  Provider,Reliance Communications Limited,India
RECLTD.NS,NSE,Finance Term Lending,REC Limited,India
REDINGTON.NS,NSE,Trading,Redington ,India
REFEX.NS,NSE,Industrial  Gases & Fuels,Refex Industries Limited,India
REGENCERAM.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Regency Ceramics Limited,India
RELAXO.NS,NSE,Footwear,Relaxo Footwears Limited,India
RELCAPITAL.NS,NSE,Finance - NBFC,Reliance Capital Limited,India
RELCHEMQ.NS,NSE,Textile - Spinning,Reliance Chemotex Industries Limited,India
RELIABLE.SM.NS,NSE,Not Available,RELIABLE DATA SERV,India
RELIANCE.NS,NSE,Refineries,Reliance Industries Limited,India
RELIGARE.NS,NSE,Finance - Investment,Religare Enterprises Limited,India
RELINFRA.NS,NSE,Power Generation/Distribution,Reliance Infrastructure Limited,India
REMSONSIND.NS,NSE,Auto Ancillary,Remsons Industries Limited,India
RENUKA.NS,NSE,Sugar,Shree Renuka Sugars Limited,India
REPCOHOME.NS,NSE,Finance - Housing,Repco Home Finance Limited,India
REPL.NS,NSE,Engineering - Construction,Rudrabhishek Enterprises Limited,India
REPRO.NS,NSE,Printing And Publishing,Repro India Limited,India
RESPONIND.NS,NSE,Plastic Products,Responsive Industries Limited,India
REVATHI.NS,NSE,Engineering - Industrial Equipments,Revathi Equipment Limited,India
REXPIPES.SM.NS,NSE,Not Available,REX PIPES & CABLES,India
RGL.NS,NSE,Diamond  &  Jewellery,Renaissance Global Limited,India
RHFL.NS,NSE,Finance - Housing,Reliance Home Finance Limited,India
RHIM.NS,NSE,Refractories,RHI Magnesita India Limited,India
RICHA.SM.NS,NSE,Not Available,RICHA INFO SYSTEMS,India
RICOAUTO.NS,NSE,Auto Ancillary,Rico Auto Industries Limited,India
RIIL.NS,NSE,Engineering - Construction,Reliance Industrial Infrastructure Limited,India
RILINFRA.SM.NS,NSE,Not Available,Rachana Infra Ltd,India
RITCO.NS,NSE,Logistics,Ritco Logistics Limited,India
RITES.NS,NSE,Engineering,RITES Limited,India
RITEZONE.SM.NS,NSE,Not Available,RITE ZONE CHEMCON,India
RKDL.NS,NSE,Breweries & Distilleries,Ravi Kumar Distilleries Limited,India
RKEC.NS,NSE,Engineering - Construction,RKEC Projects Limited,India
RKFORGE.NS,NSE,Forgings,Ramkrishna Forgings Limited,India
RMCL.NS,NSE,Packaging,Radha Madhav Corporation Limited,India
RMDRIP.SM.NS,NSE,Not Available,R M DRIP AND SPRIN,India
RML.NS,NSE,Auto Ancillary,Rane ,India
RNAVAL.NS,NSE,Shipping,Reliance Naval and Engineering Limited,India
ROHLTD.NS,NSE,"Hotel, Resort & Restaurants",Royal Orchid Hotels Limited,India
ROLEXRINGS.NS,NSE,Bearings,Rolex Rings Limited,India
ROLLT.NS,NSE,Engineering - Industrial Equipments,Rollatainers Limited,India
ROLTA.NS,NSE,IT - Software,Rolta India Limited,India
ROML.NS,NSE,Edible Oil,Raj Oil Mills Limited,India
ROML.RE.NS,NSE,Not Available,Raj Oil Mills Limited,India
ROSSARI.NS,NSE,Chemicals,Rossari Biotech Limited,India
ROSSELLIND.NS,NSE,Tea/Coffee,Rossell India Limited,India
ROTO.NS,NSE,Compressors / Pumps,Roto Pumps Limited,India
ROUTE.NS,NSE,IT - Software,Route Mobile Limited,India
RPGLIFE.NS,NSE,Pharmaceuticals & Drugs,RPG Life Sciences Limited,India
RPOWER.NS,NSE,Power Generation/Distribution,Reliance Power Limited,India
RPPINFRA.NS,NSE,Construction - Real Estate,R.P.P. Infra Projects Limited,India
RPPL.NS,NSE,Plastic Products,Rajshree Polypack Limited,India
RPSGVENT.NS,NSE,IT - Software,RPSG Ventures Limited,India
RSSOFTWARE.NS,NSE,IT - Software,R S Software ,India
RSWM.NS,NSE,Textile,RSWM Limited,India
RSYSTEMS.NS,NSE,IT - Software,R Systems International Limited,India
RTNINDIA.NS,NSE,Miscellaneous,RattanIndia Enterprises Limited,India
RTNPOWER.NS,NSE,Power Generation/Distribution,RattanIndia Power Limited,India
RUBYMILLS.NS,NSE,Textile,The Ruby Mills Limited,India
RUCHI.NS,NSE,Finology One,Ruchi Soya Industries Limited,India
RUCHINFRA.NS,NSE,Solvent  Extraction,Ruchi Infrastructure Limited,India
RUCHIRA.NS,NSE,Paper & Paper Products,Ruchira Papers Limited,India
RUPA.NS,NSE,Textile,Rupa & Company Limited,India
RUSHIL.NS,NSE,Paper & Paper Products,Rushil Decor Limited,India
RUSTOMJEE.NS,NSE,Construction - Real Estate,Keystone Realtors Limited,India
RVHL.NS,NSE,Construction - Real Estate,Ravinder Heights Limited,India
RVNL.NS,NSE,Engineering - Construction,Rail Vikas Nigam Limited,India
SABAR.SM.NS,NSE,Not Available,SABAR FLEX INDIA L,India
SABEVENTS.NS,NSE,Printing And Publishing,SAB Events & Governance Now Media Ltd,India
SABTN.NS,NSE,"Film Production, Distribution & Entertainment",Sri Adhikari Brothers Television Network Limited,India
SADBHAV.NS,NSE,Engineering - Construction,Sadbhav Engineering Limited,India
SADBHIN.NS,NSE,Engineering - Construction,Sadbhav Infrastructure Project Limited,India
SAFARI.NS,NSE,Household & Personal Products,Safari Industries ,India
SAGARDEEP.NS,NSE,Metal - Non Ferrous,Sagardeep Alloys Limited,India
SAGCEM.NS,NSE,Cement & Construction Materials,Sagar Cements Limited,India
SAH.NS,NSE,Plastic Products,Sah Polymers Limited,India
SAIL.NS,NSE,Steel & Iron Products,Steel Authority of India Limited,India
SAKAR.NS,NSE,Pharmaceuticals & Drugs,Sakar Healthcare Limited,India
SAKHTISUG.NS,NSE,Sugar,Sakthi Sugars Limited,India
SAKSOFT.NS,NSE,IT - Software,Saksoft Limited,India
SAKUMA.NS,NSE,Trading,Sakuma Exports Limited,India
SALASAR.NS,NSE,Engineering - Industrial Equipments,Salasar Techno Engineering Limited,India
SALONA.NS,NSE,Textile - Spinning,Salona Cotspin Limited,India
SALSTEEL.NS,NSE,Steel/Sponge Iron/Pig Iron,S.A.L. Steel Limited,India
SALZERELEC.NS,NSE,Electric Equipment,Salzer Electronics Limited,India
SAMBHAAV.NS,NSE,Printing And Publishing,Sambhaav Media Limited,India
SANCO.NS,NSE,Trading,Sanco Industries Limited,India
SANDESH.NS,NSE,Printing And Publishing,The Sandesh Limited,India
SANDHAR.NS,NSE,Auto Ancillary,Sandhar Technologies Limited,India
SANGAMIND.NS,NSE,Textile,Sangam ,India
SANGHIIND.NS,NSE,Cement & Construction Materials,Sanghi Industries Limited,India
SANGHVIMOV.NS,NSE,Miscellaneous,Sanghvi Movers Limited,India
SANGINITA.NS,NSE,Chemicals,Sanginita Chemicals Limited,India
SANOFI.NS,NSE,Pharmaceuticals & Drugs,Sanofi India Limited,India
SANSERA.NS,NSE,Auto Ancillary,Sansera Engineering Limited,India
SANWARIA.NS,NSE,Edible Oil,Sanwaria Consumer Limited,India
SAPPHIRE.NS,NSE,Consumer Food,Sapphire Foods India Limited,India
SARDAEN.NS,NSE,Steel & Iron Products,Sarda Energy & Minerals Limited,India
SAREGAMA.NS,NSE,"Film Production, Distribution & Entertainment",Saregama India Limited,India
SARLAPOLY.NS,NSE,Textile - Manmade  Fibres,Sarla Performance Fibers Limited,India
SARVESHWAR.NS,NSE,Consumer Food,Sarveshwar Foods Limited,India
SASKEN.NS,NSE,IT - Software,Sasken Technologies Limited,India
SASTASUNDR.NS,NSE,Finance - NBFC,Sastasundar Ventures Limited,India
SATHAISPAT.NS,NSE,Steel/Sponge Iron/Pig Iron,Sathavahana Ispat Limited,India
SATIA.NS,NSE,Paper & Paper Products,Satia Industries Limited,India
SATIN.NS,NSE,Finance Term Lending,Satin Creditcare Network Limited,India
SATINDLTD.NS,NSE,Trading,Sat Industries Ltd,India
SBC.NS,NSE,Textile,SBC Exports Limited,India
SBCL.NS,NSE,Metal - Non Ferrous,Shivalik Bimetal Con. Ltd,India
SBGLP.NS,NSE,Construction - Real Estate,Suratwwala Business Group Limited,India
SBICARD.NS,NSE,Finance - NBFC,SBI Cards and Payment Services Limited,India
SBILIFE.NS,NSE,Insurance,SBI Life Insurance Company Limited,India
SBIN.NS,NSE,Bank - Public,State Bank of India,India
SCAPDVR.NS,NSE,Finance - Stock Broking,Stampede Capital Limited,India
SCHAEFFLER.NS,NSE,Bearings,Schaeffler India Limited,India
SCHAND.NS,NSE,Printing And Publishing,S Chand and Company Limited,India
SCHNEIDER.NS,NSE,Electric Equipment,Schneider Electric Infrastructure Limited,India
SCI.NS,NSE,Shipping,The Shipping Corporation of India Limited,India
SCPL.NS,NSE,Consumer Food,Sheetal Cool Products Limited,India
SDBL.NS,NSE,Breweries & Distilleries,Som Distilleries & Breweries Limited,India
SDL24BEES.NS,NSE,Finology One,Nippon Life India Am Ltd. - Nippon India Mf-Nippon India Etf Nifty Cpse Bond Plus Sdl-2024 Maturity,India
SDL26BEES.NS,NSE,Finology One,Nippon India Mutual Fund,India
SEAMECLTD.NS,NSE,Shipping,Seamec Limited,India
SECL.SM.NS,NSE,Not Available,SALASAR EXTERIORS,India
SECURCRED.NS,NSE,BPO/ITeS,SecUR Credentials Limited,India
SECURKLOUD.NS,NSE,IT - Software,SecureKloud Technologies Limited,India
SEJALLTD.NS,NSE,Glass,Sejal Glass Limited,India
SELAN.NS,NSE,Oil Exploration,Selan Exploration Technology Limited,India
SELMC.NS,NSE,Textile,SEL Manufacturing Company Limited,India
SEPC.NS,NSE,Engineering - Construction,SEPC Limited,India
SEPOWER.NS,NSE,Power Generation/Distribution,S. E. Power Limited,India
SEQUENT.NS,NSE,Pharmaceuticals & Drugs,Sequent Scientific Limited,India
SERVOTECH.NS,NSE,Electric Equipment,Servotech Power Systems Limited,India
SESHAPAPER.NS,NSE,Paper & Paper Products,Seshasayee Paper and Boards Limited,India
SETCO.NS,NSE,Auto Ancillary,Setco Automotive Limited,India
SETUINFRA.NS,NSE,Engineering - Construction,Setubandhan Infrastructure Limited,India
SEYAIND.NS,NSE,Chemicals,Seya Industries Limited,India
SFL.NS,NSE,Household & Personal Products,Sheela Foam Limited,India
SGIL.NS,NSE,Castings/Forgings,Synergy Green Industries Limited,India
SGL.NS,NSE,Textile,STL Global Limited,India
SHAHALLOYS.NS,NSE,Steel & Iron Products,Shah Alloys Limited,India
SHAILY.NS,NSE,Plastic Products,Shaily Engineering Plastics Limited,India
SHAKTIPUMP.NS,NSE,Compressors / Pumps,Shakti Pumps ,India
SHALBY.NS,NSE,Hospital & Healthcare Services,Shalby Limited,India
SHALPAINTS.NS,NSE,Paints,Shalimar Paints Limited,India
SHANKARA.NS,NSE,Steel & Iron Products,Shankara Building Products Limited,India
SHANTI.NS,NSE,Solvent  Extraction,Shanti Overseas ,India
SHANTIGEAR.NS,NSE,Auto Ancillary,Shanthi Gears Limited,India
SHARDACROP.NS,NSE,Pesticides & Agrochemicals,Sharda Cropchem Limited,India
SHARDAMOTR.NS,NSE,Auto Ancillary,Sharda Motor Industries Limited,India
SHAREINDIA.NS,NSE,Finance - Stock Broking,Share India Securities Limited,India
SHEMAROO.NS,NSE,"Film Production, Distribution & Entertainment",Shemaroo Entertainment Limited,India
SHERA.SM.NS,NSE,Not Available,SHERA ENERGY LTD,India
SHERA.ST.NS,NSE,Not Available,Shera Energy Limited,India
SHIGAN.SM.NS,NSE,Not Available,SHIGAN QUANTUM TEC,India
SHIL.NS,NSE,Finology One,Somany Home Innovation Limited,India
SHILPAMED.NS,NSE,Pharmaceuticals & Drugs,Shilpa Medicare Limited,India
SHIRPUR.G.NS,NSE,Not Available,Shirpur Gold Refinery Limited,India
SHIVALIK.NS,NSE,Pesticides & Agrochemicals,Shivalik Rasayan Limited,India
SHIVAMAUTO.NS,NSE,Auto Ancillary,Shivam Autotech Limited,India
SHIVAMILLS.NS,NSE,Textile,Shiva Mills Limited,India
SHIVATEX.NS,NSE,Textile - Spinning,Shiva Texyarn Limited,India
SHK.NS,NSE,Chemicals,S H Kelkar and Company Limited,India
SHOPERSTOP.NS,NSE,Retailing,Shoppers Stop Limited,India
SHRADHA.NS,NSE,Construction - Real Estate,Shradha Infraprojects Limited,India
SHREDIGCEM.NS,NSE,Cement & Construction Materials,Shree Digvijay Cement Company Limited,India
SHREECEM.NS,NSE,Cement & Construction Materials,Shree Cement Limited,India
SHREEPUSHK.NS,NSE,Dyes & Pigments,Shree Pushkar Chemicals & Fertilisers Limited,India
SHREERAMA.NS,NSE,Plastic Products,Shree Rama Multi-Tech Limited,India
SHRENIK.NS,NSE,Trading,Shrenik Limited,India
SHREYANIND.NS,NSE,Paper & Paper Products,Shreyans Industries Limited,India
SHREYAS.NS,NSE,Shipping,Shreyas Shipping and Logistics Limited,India
SHRIPISTON.NS,NSE,Engineering - Industrial Equipments,Shriram Pistons & Rings Limited,India
SHRIRAMCIT.NS,NSE,Finology One,Shriram City Union Finance Limited,India
SHRIRAMFIN.NS,NSE,Finance - NBFC,Shriram Finance Limited,India
SHRIRAMFIN.Z2.NS,NSE,Not Available,SEC RED NCD SR. VII,India
SHRIRAMFIN.Z3.NS,NSE,Not Available,SEC RED NCD 9.12% SR.I,India
SHRIRAMFIN.Z4.NS,NSE,Not Available,SEC RED NCD 9.22% SR.II,India
SHRIRAMFIN.Z5.NS,NSE,Not Available,SEC RED NCD 9.31% SR.III,India
SHRIRAMFIN.Z7.NS,NSE,Not Available,SEC RED NCD 9.5% SR.V,India
SHRIRAMFIN.Z8.NS,NSE,Not Available,SEC RED NCD 9.6% SR.VI,India
SHRIRAMFIN.Z9.NS,NSE,Not Available,SEC RED NCD 9.7% SR.VII,India
SHRIRAMFIN.ZA.NS,NSE,Not Available,SEC RED NCD SR.VIII,India
SHRIRAMFIN.ZB.NS,NSE,Not Available,SEC RED NCD SR.IX,India
SHRIRAMFIN.ZC.NS,NSE,Not Available,SEC RED NCD SR.X,India
SHRIRAMFIN.ZE.NS,NSE,Not Available,SEC RED NCD 8.66% SR.II,India
